file_name;future_predicion;seed;seq_length;epochs;batch_size;learning_rate;patience;verbose;standard_scaler;validation_avg_mae;validation_avg_rmse;validation_avg_mape;validation_avg_tfe;future_predictions_mae_nov_dec_2019;future_predictions_rmse_nov_dec_2019;future_predictions_mape_nov_dec_2019;future_predictions_tfe_nov_dec_2019
20240713-1849-LSTM_v8v4_feb_tfe2_0.3178.csv.metrics.json;FALSO;52;12;20;64;0,0001;10;0;0;4,177998321;9,929482625;109,5776839;0,317849014;4,177998321;11,50417062;109,5776839;0,307172568
20240713-1853-LSTM_v8v4_feb_tfe2_0.2852.csv.metrics.json;FALSO;52;3;20;16;0,0001;10;0;0;3,606132954;8,558846514;107,7559725;0,285187904;3,606132954;9,727446083;107,7559725;0,261612448
20240713-1857-LSTM_v8v4_feb_tfe2_0.2756.csv.metrics.json;FALSO;52;6;20;16;0,0001;10;0;0;3,423415704;8,116598329;120,8217;0,275603882;3,423415704;9,281866869;120,8217;0,248978598
20240713-1903-LSTM_v8v4_feb_tfe2_0.2743.csv.metrics.json;FALSO;52;12;20;16;0,0001;10;0;0;3,42142175;8,239565418;102,2266898;0,274345491;3,42142175;9,551363071;102,2266898;0,252558688
20240713-1907-LSTM_v8v4_feb_tfe2_0.2683.csv.metrics.json;FALSO;52;3;100;32;0,0001;10;0;0;3,390810588;8,128915625;117,3711139;0,268348551;3,390810588;9,177955698;117,3711139;0,244357691
20240713-1910-LSTM_v8v4_feb_tfe2_0.2781.csv.metrics.json;FALSO;52;6;100;32;0,0001;10;0;0;3,431186111;8,21283242;115,7039792;0,278123544;3,431186111;9,282261525;115,7039792;0,250768347
20240713-1916-LSTM_v8v4_feb_tfe2_0.282.csv.metrics.json;FALSO;52;12;100;32;0,0001;10;0;0;3,519415909;8,752295129;104,169065;0,282035891;3,519415909;10,13420651;104,169065;0,258171976
20240713-1918-LSTM_v8v4_feb_tfe2_0.2734.csv.metrics.json;FALSO;52;3;100;64;0,0001;10;0;0;3,491190665;8,094791819;117,0715818;0,273445578;3,491190665;9,138601911;117,0715818;0,2519991
20240713-1922-LSTM_v8v4_feb_tfe2_0.2811.csv.metrics.json;FALSO;52;6;100;64;0,0001;10;0;0;3,516299211;8,185155442;114,7311617;0,281066209;3,516299211;9,25189623;114,7311617;0,25716651
20240713-1925-LSTM_v8v4_feb_tfe2_0.3476.csv.metrics.json;FALSO;52;12;100;64;0,0001;10;0;0;4,927125885;10,15339026;109,8373779;0,34761801;4,927125885;11,81121841;109,8373779;0,362935697
20240713-1930-LSTM_v8v4_feb_tfe2_0.2689.csv.metrics.json;FALSO;52;3;100;16;0,0001;10;0;0;3,375165263;7,856539303;113,7963127;0,268894409;3,375165263;8,919617036;113,7963127;0,243503018
20240713-1936-LSTM_v8v4_feb_tfe2_0.2622.csv.metrics.json;FALSO;52;6;100;16;0,0001;10;0;0;3,226966215;7,737307414;113,6092885;0,262218459;3,226966215;8,800021961;113,6092885;0,234806995
20240713-1945-LSTM_v8v4_feb_tfe2_0.2736.csv.metrics.json;FALSO;52;12;100;16;0,0001;10;0;0;3,367730422;8,408286242;95,12147234;0,273602588;3,367730422;9,786876677;95,12147234;0,247482209
20240714-0723-LSTM_v8v4_feb_tfe2_0.2838.csv.metrics.json;VERDADERO;52;3;50;32;0,0001;10;0;0;3,614057288;9,549460864;112,7744327;0,283780807;3,614057288;11,20801047;112,7744327;0,260091553
20240714-0727-LSTM_v8v4_feb_tfe2_0.2719.csv.metrics.json;VERDADERO;52;6;50;32;0,0001;10;0;0;3,356001957;8,477226898;116,7555251;0,271924853;3,356001957;9,707132114;116,7555251;0,244482866
20240714-0732-LSTM_v8v4_feb_tfe2_0.2724.csv.metrics.json;VERDADERO;52;3;50;16;0,0001;10;0;0;3,450881405;8,619660346;107,1784639;0,27236222;3,450881405;9,869549419;107,1784639;0,248236795
20240714-0738-LSTM_v8v4_feb_tfe2_0.2742.csv.metrics.json;VERDADERO;52;6;50;16;0,0001;10;0;0;3,372688183;8,499544207;114,9119928;0,274247522;3,372688183;9,761767645;114,9119928;0,244774801
20240714-0740-LSTM_v8v4_feb_tfe2_0.2826.csv.metrics.json;VERDADERO;52;3;20;32;0,0001;10;0;0;3,602090334;8,857849374;116,2738017;0,282621602;3,602090334;10,1571425;116,2738017;0,259719399
20240714-0744-LSTM_v8v4_feb_tfe2_0.2885.csv.metrics.json;VERDADERO;52;6;20;32;0,0001;10;0;0;3,562798294;8,898354319;123,0331807;0,288463137;3,562798294;10,24294621;123,0331807;0,260062703
20240714-0748-LSTM_v8v4_feb_tfe2_0.2927.csv.metrics.json;VERDADERO;52;3;20;16;0,0001;10;0;0;3,75319178;9,367042063;117,5465314;0,292731929;3,75319178;10,89206534;117,5465314;0,26953438
20240714-0753-LSTM_v8v4_feb_tfe2_0.2883.csv.metrics.json;VERDADERO;52;6;20;16;0,0001;10;0;0;3,655724332;9,420576725;110,0130423;0,288326098;3,655724332;11,10716764;110,0130423;0,266815373
20240714-0757-LSTM_v8v4_feb_tfe2_0.2889.csv.metrics.json;VERDADERO;52;3;100;32;0,0001;10;0;0;3,69641391;9,467384488;112,8382365;0,288932523;3,69641391;11,0730066;112,8382365;0,26683826
20240714-0802-LSTM_v8v4_feb_tfe2_0.2797.csv.metrics.json;VERDADERO;52;6;100;32;0,0001;10;0;0;3,48051004;8,988515006;120,8813821;0,279737766;3,48051004;10,39185992;120,8813821;0,252440488
20240714-0807-LSTM_v8v4_feb_tfe2_0.2658.csv.metrics.json;VERDADERO;52;3;100;16;0,0001;10;0;0;3,301923754;8,409318095;110,8192244;0,265843451;3,301923754;9,586937477;110,8192244;0,237345312
20240714-0813-LSTM_v8v4_feb_tfe2_0.2755.csv.metrics.json;VERDADERO;52;6;100;16;0,0001;10;0;0;3,41285629;8,50476613;190,0925661;0,275498295;3,41285629;9,782906532;190,0925661;0,24717047
